p,q,r,output
PersonX not by any means makes dinner for PersonY's family,not alone,xAttr,0
PersonX doesn't refuse PersonY,alone,xReact,0
PersonX not at all grabs PersonY's purse,win a scholarship,xIntent,0
PersonX discontinues PersonX's education,gets scolded,xAttr,0
PersonX not at all tells PersonY's story,indifferent,xNeed,0
PersonX displaces the flowers,don't avoid a fight,xWant,0
PersonX displaces the flowers,not pigheaded,xNeed,0
PersonX doesn't oppose PersonY's stance,to avoid trouble,xIntent,0
Person could never find a time to ask.,to stand up to PersonY,xIntent,0
PersonX under no circumstances lets PersonY sleep,to talk to PersonX,oEffect,0
PersonX refuses to help PersonY,not connected,xAttr,0
PersonX asks PersonY nothing,don't ask for advice,xWant,0
PersonX seldomly doesn't invite PersonY to PersonX's house,try to go out and make friends,xIntent,0
PersonX doesn't refuse to give PersonY permission.,aloof,xReact,0
PersonX disowns PersonX's mom,withdrawn,xReact,0
PersonX refuses to drive down the street,Don't put on a different outfit,xAttr,0
PersonX doesn't avoid killing PersonY animal,independent,xWant,0
PersonX doesn't stop reducing PersonX's costs,to get a plan,xWant,0
PersonX no longer doesn't lift PersonY's head,to buy vegetables,oReact,0
PersonX doesn't fail their classes.,to see PersonY's wife,xAttr,0
PersonX under no circumstances doesn't tell PersonY to call,to be jobless,xWant,0
PersonX is by no means a really nice guy,not unpopular,oReact,0
PersonX is unable to conceive PersonY's child,offended,xReact,0
PersonX doesn't halt making decisions for PersonY,inhumane,xReact,0
PersonX doesn't stop filling PersonY's pipe,eat,xWant,0
PersonX has never met PersonY's parents.,gets ignored,xWant,0
PersonX discontinues lending PersonY the money,not depressed,xWant,0
PersonX doesn't deny PersonY service.,to be forgetful,oReact,0
PersonX in no way gives PersonY the best,to eat,xReact,0
PersonX has no interest in skateboards,careful,xWant,0
PersonX doesn't go well without PersonY,gets a phone call,xNeed,0
PersonX refuses to talk to PersonY.,gets yelled at,oWant,0
PersonX completely avoids PersonY,don't tell mom that they need to get better,xWant,0
PersonX doesn't refuse to want PersonY to leave,to buy some kale,oWant,0
PersonX disowns PersonX's mom,Devastated emotionally,xReact,0
PersonX fails high school,sad,xWant,0
PersonX denies PersonY satisfaction,don't do manual labor as a job,xWant,0
PersonX doesn't refuse to speak to PersonY.,lonely,xAttr,0
PersonX isn't forbidden from the party.,to ask PersonY if they want to see again,xEffect,0
PersonX never makes fun of PersonY,Gets thank,xEffect,0
PersonX is computer illiterate and runs from computers.,not serious,xReact,0
PersonX is in no way late for class,Gets laugh at,xIntent,0
PersonX never doesn't leave the house.,find out who did something wrong,xReact,0
PersonX doesn't fail PersonY's father.,uninterested,xReact,0
PersonX refuses to touch PersonY,not unwanted,xWant,0
PersonX denies PersonY's friends.,safe,xEffect,0
PersonY isn't unconvinced by PersonX to do otherwise,to not be friends with the host,xWant,0
PersonX avoids releasing PersonY's hand,apologize to PersonY,oReact,0
PersonX refuses to help,don't have an opinion,xReact,0
PersonX doesn't refuse to go there,disconnected,xReact,0
PersonX hardly ever doesn't freak PersonY out,find a caretaker for his parents,xEffect,0
PersonX rarely doesn't hold out PersonY's arms,upsset,xReact,0
PersonX doesn't dislike personY,to avoid PersonY,xAttr,0
Person X isn't unable to fix my car,to save their money,xReact,0
PersonX hardly ever doesn't push PersonY on the ground,to destroy the business,xWant,0
PersonX wouldn't avoid PersonY,to go eat,xReact,0
PersonX makes no attempt to find the problem,don't make y stop,xAttr,0
PersonX doesn't make no attempt to find the problem,to get rid of PersonY,xAttr,0
PersonX unloads all PersonX's things.,independent,oEffect,0
PersonX denies that they tell PersonY's parents,Nothing to don't do with them,oEffect,0
PersonX parks without incident.,mean,xWant,0
PersonX never saw PersonX's friends again,confused,xReact,0
PersonX resists establishing PersonY relationship,Don't clean off their tools,xWant,0
PersonX gives nothing to PersonY,to take care of something else,oReact,0
PersonX refuses to cook breakfast for PersonY's family.,Doesn't applogize to person y,xReact,0
PersonX resists giving PersonY a clue,don't leave to,xWant,0
PersonX is computer illiterate and runs from computers.,not stubborn,xAttr,0
PersonX spends less money,angry,xIntent,0
PersonX seldomly asks PersonY to see,Don't get stuck,xReact,0
PersonX has no children and works all day,to be angry at PersonY,xEffect,0
PersonX is hardly running for president,get a gift,xEffect,0
PersonX spends some time in the absence of PersonY,Don't be a good friend,xEffect,0
PersonX never changes his beliefs,ask for rematch,xReact,0
PersonX opposes PersonY's weight,fails,xEffect,0
PersonX isn't unable to conceive PersonY's child,unkind,xEffect,0
PersonX ceases minding PersonX's business,self reliant,xAttr,0
PersonX never didn't meet PersonY,to ride a bike,xReact,0
PersonX stops calling PersonY friend,gets disoriented,xIntent,0
PersonX doesn't avoid a fight with PersonY,fails class,xAttr,0
PersonX refuses to help PersonY.,Persony to don't leave,xNeed,0
PersonX unable to don't finish PersonX's mission,cautious,xNeed,0
PersonX gives PersonY nothing,obnoxious,xWant,0
PersonX stops speaking to PersonX's wife,kind,xNeed,0
PersonX doesn't avoid PersonX's mom,save money,xIntent,0
PersonX intentionally doesn't avoid and ignores PersonY,to eat them,oReact,0
PersonX halts making decisions for PersonY,not Satisfy,xReact,0
PersonX barely ever doesn't call PersonY's boyfriend,sequested,xReact,0
PersonX avoids PersonY.,Don't play others sports,oEffect,0
PersonX doesn't displace the flowers,PersonY to wait until dinner,xWant,0
PersonX rarely hands it to PersonY,bored,oWant,0
PersonX not at all doesn't tell PersonY's story,indifferent,xNeed,0
PersonX denies PersonY notice,To be leave alone,xAttr,0
PersonX not by any means kills PersonY's husband,don't appologize and make a converstation,xWant,0
PersonX no longer goes to PersonY's friend's house,not impolite,oReact,0
PersonX doesn't oppose PersonY's weight,gets asked what is wrong,xAttr,0
PersonX refuses to help PersonY with chores,gets divorced,xEffect,0
PersonX no longer cheers loudly,to stay safe,oReact,0
PersonX disestablishes PersonY organization,to not have partner be angry with them,xIntent,0
PersonX stops redoing PersonY's kitchen,evil,xEffect,0
PersonX dishonors PersonY,rude,oWant,0
PersonX doesn't refuse PersonY,talk to avoid awkward silences,xAttr,0
PersonX avoids PersonY,They get blame for doing it,xAttr,0
PersonX brings no one,don't upset PersonY,xNeed,0
PersonX denies that they demonstrate PersonX's ability,broke,xReact,0
PersonX unties PersonY's hair,keeps book,xReact,0
PersonX is hardly running for president,puts on a frown,xReact,0
PersonX doesn't discontinue PersonX's education,is listened to,xIntent,0
PersonX seldomly feels PersonY's pulse,responsible,xEffect,0
PersonX doesn't avoid PersonY a lot.,Moved-on,xIntent,0
PersonX unties PersonY's hair,don't continue picking a fight with PersonX,oReact,0
PersonX refuses to play beach volleyball,to be indifferent,xReact,0
PersonX doesn't refuse to answer PersonY's inquiry.,remains unfocused,xWant,0
PersonX didn't stop PersonY's course.,petrified,xReact,0
PersonX isn't by no means having a birthday party,to work,xIntent,0
PersonX denies PersonY's friends.,Noone doesn't know the truth,oReact,0
PersonX doesn't refuse to dance with PersonY.,accepted,xAttr,0
PersonX rarely didn't fail,to capacity,xReact,0
PersonX doesn't oppose supporting PersonY's cause,drained,oReact,0
PersonX doesn't refuse to meet PersonX's mom,alone,xAttr,0
PersonX seldomly doesn't feel PersonY's pulse,caring,xAttr,0
PersonX avoid hide and seek.,infertile,xIntent,0
PersonX under no circumstances tells PersonY to call,poor,xReact,0
PersonX denies PersonY's request,bossy,xIntent,0
PersonX doesn't displease PersonY's partner,busy,xEffect,0
PersonX by no means asks PersonY to dance,not disappointed,xAttr,0
PersonX has problem with giving PersonY a book,to get a plan,xReact,0
PersonX refuses to speak of PersonY,health declines,xNeed,0
PersonX refuses to answer PersonY's inquiry.,don't love person y,xIntent,0
PersonX doesn't refuse to help PersonY.,nervous,xWant,0
PersonX disproves PersonX's innocence,not competitive,xNeed,0
PersonX refuses to speak of PersonY,gets ignored,xReact,0
PersonX ceases taking care of PersonX's children,not sad,xReact,0
PersonX won nothing at the raffle,don't be shy,xWant,0
PersonX hardly ever supports PersonY's family,Didn't decide,xEffect,0
PersonX no longer goes to PersonY's friend's house,Don't decide to quit the job,xNeed,0
PersonX refuses to bring PersonX's daughter,not Understand,xAttr,0
PersonX rarely doesn't give PersonY's hand,unaware,xIntent,0
PersonX refuses to give anything to PersonY.,be asked to meet them,xIntent,0
PersonX doesn't oppose securing PersonY's release,to make PersonY want to stay,xNeed,0
PersonX avoids PersonX's mother,evil,xAttr,0
"PersonX dines alone, without PersonY",not kind,oWant,0
PersonX disestablishes PersonY organization,don't eat them,xNeed,0
PersonX avoids PersonX's mother,not responsible,xWant,0
PersonX has no influence,not weak,xIntent,0
PersonX isn't forbidden from the party.,good,xReact,0
PersonX doesn't disengage PersonY's attention,to have someone in their corner,oWant,0
PersonX avoids wanting to leave PersonY,disliked,xWant,0
PersonX refuses to call on PersonY,doesn't like PersonY,xEffect,0
PersonX didn't stop PersonY's course.,to lean in for a hug,xNeed,0
PersonX doesn't discontinue kissing PersonY's hands,have brought person y around,xReact,0
PersonX avoids PersonX's son.,not cries,xEffect,0
PersonX disengages PersonY's attention,rigid,oWant,0
PersonX denies PersonY's advice,grows distant to personx,oWant,0
PersonX avoids Person Y,is resented by persony,xEffect,0
PersonX doesn't avoid PersonY's family.,gets sweaty,xEffect,0
PersonX discontinues turning PersonY's head,to turn the music off,xWant,0
PersonX has no luck in online auctions,don't work on their own,xWant,0
PersonX denies PersonY an explanation,to enjoy a quiet evening at home,xWant,0
PersonX hardly ever sees PersonY,to have hired person y,oReact,0
PersonX dislikes to cook,not confused,xAttr,0
PersonX displeases PersonY's partner,Don't hate y,oReact,0
PersonX never saw PersonY again,Don't resolve their differences with personX,xReact,0
PersonX hardly ever cuts the ribbon,better than person y,xWant,0
PersonX isn't in no way angry at PersonY,to stay away from bullies,xEffect,0
PersonX denies PersonY power,not frustrated,xEffect,0
PersonX doesn't disprove PersonX's innocence,He wants to catch fish at first,xAttr,0
Person x never doesn't do a good job,good,xEffect,0
PersonX under no circumstances doesn't try to talk to PersonY,to take an alternate route home,xReact,0
PersonX doesn't dislike personY,tears come out,xReact,0
PersonX dishonors PersonY,to delete all comedy shows from netflix queue,xEffect,0
PersonX never doesn't make fun of PersonY,stays at home,xIntent,0
PersonX makes a unsatisfactory grade,don't watch PersonY,xAttr,0
PersonX hardly doesn't look for PersonY,selfish,xIntent,0
PersonX unloads all PersonX's things.,to take off the jacket,xWant,0
PersonX is barely proud of PersonY's work,wary,xNeed,0
PersonX discourages PersonX's wife.,don't borrow money from another friend,xAttr,0
PersonX goes unnoticed in the crowd.,not depressed,xWant,0
PersonX makes PersonX's mom unhappy,not unsympathetic,xWant,0
PersonX undrapes herself across chest,to get lunch,xEffect,0
PersonX spends less time with personY,to call PersonY up,xIntent,0
PersonX avoids PersonY a lot.,put personY's hands up,xAttr,0
PersonX unwraps PersonY's legs.,don't get a plan,oReact,0
PersonX doesn't avoid new people,satisfied,xEffect,0
PersonX doesn't avoid PersonY's family.,to be alone,xEffect,0
PersonX refuses to touch PersonY.,not annoyed,xNeed,0
PersonX invites a few people.,Don't have an aversion to personY,xNeed,0
PersonX goes unnoticed in the crowd.,not cries,oEffect,0
PersonX isn't ungrateful to everyone,nice,xWant,0
PersonX didn't win nothing at the raffle,to be shy,xWant,0
PersonX doesn't make no noise,to avoid the headache that will follow,xAttr,0
PersonX doesn't try to avoid PersonY,is questioned,xIntent,0
PersonX avoids PersonY's family.,don't be alone,xEffect,0
PersonX refuses to bring PersonY to the hospital,not alone,xReact,0
PersonX has never had a date.,not disappointed,xWant,0
PersonX no longer doesn't talk about PersonY,capable,xEffect,0
PersonX refuses to speak to PersonY.,calm,xIntent,0
PersonX forbids themselves from divorcing PersonX's wife,don't chat with family,xReact,0
PersonX never wants to see PersonY again.,independent,oWant,0
PersonX refuses to bring PersonY to the hospital,punishing,xAttr,0
PersonX isn't barely proud of PersonY's work,leaves the line,xWant,0
PersonX opposes PersonY,Excited to don't have their daughter home from college,xNeed,0
PersonX refuses to help PersonY.,not antisocial,xIntent,0
PersonX doesn't avoid releasing PersonY's hand,frustrated by the resistance,xReact,0
PersonX is on no condition invited to a party,don't go on vacation,xEffect,0
PersonX hardly doesn't come to PersonY agreement,hurtful,oEffect,0
PersonX spends some time without PersonY,that personX can be judgmental,xEffect,0
PersonX stops pulling PersonY into a hug,good,xWant,0
PersonX avoids stepping on PersonY's body,annoyed,oReact,0
PersonX doesn't avoid PersonX's mother,respected,xReact,0
PersonX doesn't refuse to make love to PersonY,to cut hair,xWant,0
PersonX never has a baby.,is friendly with PersonY,xAttr,0
PersonX refuses to set foot in Texas,relieved,xIntent,0
PersonX stops accomplishing PersonY's work,not Scare,xReact,0
